"ID","SMILES","CNNscore","minimizedAffinity","IFP_scores"
"DeepCoy_ID_60","CN(C(=O)c1c(Br)cccc1NC(=O)c1ccccc1)c1ccc(C(C)(C)C)cc1","0.1211275756",-8.81383,0.444444
"DeepCoy_ID_61","Cc1cccc(CNC(=O)c2ccc(C(=O)Nc3cccc(C(C)CBr)c3)cc2)c1","0.2726514935",-10.94208,0.555556
"DeepCoy_ID_62","CCC(=Cc1ccc(OC)cc1)C(=O)NCCc1cc2ccc(C)cc2c(CBr)n1","0.3545772433",-10.11947,0.6
"DeepCoy_ID_63","Cc1ccc(C(=O)NC(Cc2ccc(Br)cc2)C(=O)Nc2c(C)cccc2C)cc1","0.0842261016",-8.84691,0.333333
"DeepCoy_ID_64","Cc1cc(Br)ccc1NC(=O)C=Cc1ccccc1CCCOc1ccc(N)cc1","0.0945005044",-9.14795,0.363636
"DeepCoy_ID_65","Cc1cccc2cc(Br)c(NC(=O)C=CC(=CCC(N)=O)c3ccccc3)c(C)c12","0.0376396067",-8.64396,0.272727
"DeepCoy_ID_66","Cc1cc(Br)ccc1N=Cc1ccccc1C(O)=CC(=O)Nc1c(C)cccc1C","0.2910190523",-10.04701,0.625
"DeepCoy_ID_67","CCc1ccc(C(=O)c2ccccc2NC(=O)c2ccccc2CC(C)CBr)cn1","0.071237728",-8.7203,0.25
"DeepCoy_ID_68","CC(C)(C)C1CCC(N(Cc2ccc(Br)cc2)C(=O)COc2cccc(N)c2)CC1","0.237041533",-8.6002,0.4
"DeepCoy_ID_69","Cc1cc(C(C)CNC(=O)C(=O)NCc2ccc(C)c3ccccc23)c(C)cc1Br","0.2424110472",-9.57453,0.444444
"DeepCoy_ID_70","CCCC=C(C)c1ccc2cnccc2c1NC(=O)CC1(C)CCC(OCBr)CC1","0.0857010633",-7.5976,0.272727
"DeepCoy_ID_71","CC=C1C=C(CN(C(=O)c2cc(C)c(C)[nH]c2=O)c2ccc(C)c(C)c2)C=C(Br)C1","0.1553819031",-9.14175,0.333333
"DeepCoy_ID_72","CCc1ccc(C(O)Cn2ccc(-c3ccc(Br)cc3NC(=O)C(C)C)c2)cc1C","0.2801039815",-10.49513,0.666667
"DeepCoy_ID_73","C=CC(=CC)c1c(Br)cc(C)cc1CCN(C)C(=O)CN1C(=O)Cc2ccccc21","0.0450215638",-7.67424,0.3
"DeepCoy_ID_74","C=CCC(Br)C=C(C(=O)Nc1ccc(C)c(C)c1)c1ccc2c(c1)C(=O)NCC2","0.0843760595",-7.73013,0.3
"DeepCoy_ID_75","Cc1ccc(CC(CNC(=O)c2ccc3ccccc3c2)NC(=O)C2CC2)cc1Br","0.2766203582",-10.06751,0.666667
"DeepCoy_ID_76","CC(=CCC(=O)Nc1ccccc1)C(=CC(C)C)C(=O)NCc1ccc(Br)cc1C","0.290995419",-10.00149,0.555556
"DeepCoy_ID_77","CCNc1ccccc1-c1ccc(NC(=O)C=Cc2ccccc2OCCBr)cc1","0.2163242549",-8.76029,0.444444
"DeepCoy_ID_78","CCC(=CC=C(c1cccc(OC(C)C)c1)n1ccc2ccccc21)C(=O)NCBr","0.152440697",-7.57092,0.363636
"DeepCoy_ID_79","CCNC(=O)c1cc(C)c(-c2cccc(C(=O)NCc3cccc(C)c3)c2)c(Br)c1","0.0732793957",-9.87753,0.7
"DeepCoy_ID_80","CC(CO)CCCc1ccc(NC(=O)c2cccc(-c3ccccc3)n2)cc1CBr","0.6343529224",-10.33775,0.666667
"DeepCoy_ID_81","CNC(=O)C(=CC=CBr)Cc1ccc(C(=O)NC2CC(C)(C)c3ccccc32)cc1","0.0196482036",-7.13761,0.222222
"DeepCoy_ID_82","CCCc1ccc(C(=O)NCCNC(=O)c2ccc(C)cc2)cc1CCC(C)CBr","0.0988738537",-8.7786,0.555556
"DeepCoy_ID_83","C=Cc1cc(C)cc2c1NC(=O)CCN(C)CC(=O)c1ccc(Br)cc1C2=C(C)C","0.1273005754",-6.0524,0
"DeepCoy_ID_84","CCC(C)(C)c1ncc2c(n1)Cc1ccc(C(=O)Cc3ccc(Br)cc3)cc1C2O","0.1148251072",-9.28475,0.6
"DeepCoy_ID_85","Cc1ccccc1C=CC=C(C=O)C(NC(=O)N1CCCCC1)c1cccc(Br)c1","0.0680442154",-8.02279,0.3
"DeepCoy_ID_86","CCC(C)(C)c1ccc(C(NC(=O)c2cc(Br)cc(OC)c2)c2ccccn2)cc1","0.3017718494",-8.8838,0.666667
"DeepCoy_ID_87","Cc1cc(OC2CCCCC2)c(Br)cc1NC(=O)c1cccc2ccccc12","0.0430597737",-6.91969,0.375
"DeepCoy_ID_88","Cc1ccccc1OCC(=O)N(C)Cc1ccc(C(C)(C)C)c2c(Br)cccc12","0.1194740832",-7.85398,0.3
"DeepCoy_ID_89","Cc1cccc(OC2CCCC2)c1CNC(=O)Nc1cc2c(cc1Br)CCCCC2","0.3694367409",-9.13188,0.4
"DeepCoy_ID_90","CC(Br)c1ccccc1Oc1ccc(NC(=O)Nc2ccc3c(c2)CCC3)cc1","0.0251338687",-7.3706,0.166667
"DeepCoy_ID_91","CCc1ccc(C=C2C=CC(C(=O)N(C)Cc3ccco3)=CN2)c(C(C)CCBr)c1","0.410741061",-9.83929,0.5
"DeepCoy_ID_92","CC(=O)NC(C)c1ccc(-c2ccc(CNC(=O)c3ccccc3Br)cc2)cc1","0.3467295766",-10.9358,0.4
"DeepCoy_ID_93","Cc1cc(Br)c(C)c(NC(=O)CC(Oc2cccc(C#N)c2)c2ccccc2C)c1","0.1690252125",-8.38425,0.333333
"DeepCoy_ID_94","C=CC(=CC)c1cccc(Br)c1CCCN1CCC(O)(C(=O)NCCC(C)C)CC1","0.1086319759",-6.73772,0.2
"DeepCoy_ID_95","CCC1(c2ccc(C(=O)NC3CC=CN(c4ccc(Br)cc4C=O)C3)cc2)CCC1","0.3232087791",-10.03809,0.625
"DeepCoy_ID_96","CC1=C(c2ccc(Br)cc2)NC(=O)NC2=C(CCCC2)C(=O)C=CC2=C1CCCC2","0.0459605828",-7.20003,0.272727
"DeepCoy_ID_97","N#CCCc1ccc(-c2ncc3cccc(CCC4(O)CCOC4)c3c2CBr)cc1","0.4996987879",-9.5168,0.636364
"DeepCoy_ID_98","CC=C1CCC=C(CN(C(=O)c2cc(Br)ccc2NCC(C)(C)C)C(C)C2CC2)O1","0.0320554897",-6.08414,0.272727
"DeepCoy_ID_99","C=CC(Br)=CC=C(C(C)=O)C1COc2c(CNc3ccccc3NC)cccc2O1","0.1108647659",-8.77398,0.6
"DeepCoy_ID_100","CCCCc1cc2[nH]c(C)c(CCC(=O)Nc3cccc(Br)c3)c(=O)c2cc1C","0.462435931",-9.63582,0.6
"DeepCoy_ID_101","CCc1cc2c(CNC(=O)C(=O)Nc3ccc(C)cc3C)cccc2c(Br)c1C","0.1486684978",-9.83839,0.75
"DeepCoy_ID_102","Cc1ccc(NC(=O)c2cccc(C(=O)NCc3cc(Br)ccc3C)c2)c(C)c1","0.3794134855",-10.76383,0.6
"DeepCoy_ID_103","CCCCc1cc(C)c(Br)cc1NCc1ccc2c(CC(=O)OC)c(C)[nH]c2c1","0.2458346039",-8.87373,0.666667
"DeepCoy_ID_104","O=C(C=CC=Cc1cccc(CCCBr)c1)Nc1ccccc1C(=O)NC1CC1","0.5126746297",-8.40802,0.571429
"DeepCoy_ID_105","Cc1cc(C(=O)C=Cc2ccc(OCCc3ccncc3C)c(Br)c2)ccc1N","0.5156013966",-10.52347,0.666667
"DeepCoy_ID_106","Cc1ccc(-c2cccc(CNC(=O)C(=Cc3cc(Br)ccc3C)CO)n2)cc1","0.4978353977",-10.70201,0.75
"DeepCoy_ID_107","O=C(CCCc1cccc(CC(=O)Nc2ccc(Br)cc2)c1)Nc1ccccc1","0.4202768803",-10.47554,0.555556
"DeepCoy_ID_108","CCCOCc1ccccc1CC(N)=CC(=O)Nc1ccc2ccc(Br)cc2c1","0.4362486005",-9.06482,0.625
"DeepCoy_ID_109","C=C(C)c1ccccc1NC(=O)C(Cc1ccc(O)cc1)Nc1cccc(Br)c1","0.1298025548",-8.71412,0.363636
"DeepCoy_ID_110","NC1=C(Cc2cc(C=CC(=O)NCCCc3ccccc3CO)ccc2Br)CC1","0.2273477614",-10.42197,0.5
"DeepCoy_ID_111","O=C(NCCCc1ccc(Br)c2ccccc12)C(=O)Nc1ccccc1","0.3189002872",-10.16793,0.75
"DeepCoy_ID_112","Cc1cccc(CNC(=O)c2ccc(Nc3cc(Br)ccc3C)cc2)c1","0.3737189174",-11.20743,0.625
"DeepCoy_ID_113","CC1=C(CO)C=CC=Cc2ccc(NC(=O)c3ccc(C(C)(C)C)cc3Br)nc21","0.0516815931",-6.82033,0
"DeepCoy_ID_114","C=c1cc(CN)c(CN(C(=O)c2cccc(Br)c2)c2ccc(C)c(O)c2)cc1=C","0.2136751711",-8.48657,0.181818
"DeepCoy_ID_115","C=Cc1cc(CCCCC(=O)Nc2ccc(C=C(Br)C(=O)NC)cc2)ccc1C","0.240790531",-9.06865,0.5
"DeepCoy_ID_116","O=C(Cc1cccc(Br)c1)Nc1ccc(C(=O)Nc2cccc3c2=CCC=3)cc1","0.1895777583",-11.28428,0.666667
"DeepCoy_ID_117","CCCC=CC=C(N)C=C(C)c1c(C)c(C(=O)c2ccc(Br)cc2)c(C)[nH]c1=O","0.2233164907",-7.53727,0.4
"DeepCoy_ID_118","CNc1ccc(Br)c(NC(Cc2ccccc2)C(=O)Nc2ccc(O)c(C)c2)c1","0.2138286233",-8.79388,0.363636
"DeepCoy_ID_119","Cc1cc(C)c(Br)c(C=C2C(=O)Nc3ccccc3C(C)(C)NC2=O)c1","0.1212917268",-8.51776,0.0909091
"DeepCoy_ID_120","CCOc1cc(C(=O)NC(C)CC)c(Nc2cccc(Br)c2C)c2ccccc12","0.2108591497",-7.74969,0.363636
"DeepCoy_ID_121","O=C(NCc1ccccc1C(O)c1ccc(Br)cc1)Nc1ccc(C2CC2)cc1","0.1676762402",-10.42694,0.454545
"DeepCoy_ID_122","C#Cc1cccc(NC(=O)C=Cc2ccc(NC(=O)CC(C=C)=CC)cc2Br)c1","0.3839471638",-9.53926,0.625
"DeepCoy_ID_123","O=C(NOC(=Cc1cccc2c1CCC2)c1ccccc1)Nc1ccc(Br)cc1","0.6813765168",-11.30119,0.666667
"DeepCoy_ID_124","CCc1ncccc1Oc1ccccc1CCC(C(N)=O)c1ccc(Br)cc1C","0.0649022758",-7.9015,0.333333
"DeepCoy_ID_125","CCC(=CC(=O)Nc1ccccc1C)c1cc(NC(=O)CC(C)(C)C)ccc1Br","0.2545614541",-9.47984,0.6
"DeepCoy_ID_126","Cc1cc(NC(=O)c2cc(C)c(Br)c(C(C)C=C3CC(C)(C)C3)c2)ccc1N","0.0544939339",-7.36081,0.272727
"DeepCoy_ID_127","CCCC(N)CCc1cc(=O)[nH]cc1C(=O)c1ccc(-c2ccc(Br)cc2)cc1","0.6156791449",-9.33967,0.333333
"DeepCoy_ID_128","Cc1ccc(C(CCBr)CNc2cccc(Oc3ccccc3)c2C(N)=O)cc1","0.1468982995",-7.55624,0.3
"DeepCoy_ID_129","CCCc1cc(NC(=O)c2ccccc2)cc(C(NC(=O)CBr)C2CCCC2)c1","0.1353493184",-8.91724,0.666667
"DeepCoy_ID_130","CC(=CC(NC(=O)c1ccccc1)=C(C)C=CCBr)C(=O)Nc1ccccc1C","0.0944716483",-7.9479,0.4
"DeepCoy_ID_131","Cc1ccc(C(NC(=O)Nc2cccc(Oc3cccc(Br)c3)c2)C(C)C)cc1","0.4657999873",-9.2076,0.625
"DeepCoy_ID_132","CC=C(C=CBr)C1CCN(C(=O)c2ccccc2Cc2cccc(C(N)=O)c2)C1","0.0845279545",-8.39945,0.272727
"DeepCoy_ID_133","Cc1ccc(NC(=O)Nc2ccc(CCBr)cc2)c(OCc2ccccc2)c1","0.0420507006",-6.48434,0.2
"DeepCoy_ID_134","Cc1ccc(NC(=O)C(=O)NCC(C)(C)c2ccc(C)c(Br)c2)cc1","0.1971306503",-9.17729,0.555556
"DeepCoy_ID_135","CCC1Cc2c(Br)cc(C)cc2N(C(=O)C=Cc2ccccc2CCC(N)=O)C1","0.2263724804",-8.50085,0.4
"DeepCoy_ID_136","COc1ccc(C(CNC(=O)Nc2ccccc2C)c2ccc(C)cc2)cc1Br","0.1917059869",-9.36994,0.4
"DeepCoy_ID_137","CCc1ccc(-c2c(Br)cncc2C(=O)Nc2ccc3c(O)cccc3c2)cc1","0.0743490607",-9.51272,0.3
"DeepCoy_ID_138","Cc1cc(C=C2CCC2)c(C(=O)NC(C)c2ccc3c(c2)NC(=O)CC3)cc1Br","0.0647917539",-9.71832,0.333333
"DeepCoy_ID_139","Cc1ccc(C(CC(=O)NCCCCN)c2ccc(OCBr)c(C3CC3)c2)cc1","0.1412343532",-8.14938,0.4
"DeepCoy_ID_140","CCNCC(=CC(=O)NC1CC1=CC(=O)c1ccc(Br)cc1)c1cccc(C)c1","0.54632622",-8.85036,0.454545
"DeepCoy_ID_141","CC(Br)=Cc1[nH]c2c(C)cccc2c1C(=CC(=O)C(C)(C)C)NC(=O)C(C)(C)C","0.0965599865",-8.02963,0.444444
"DeepCoy_ID_142","CCCCCC(NC(=O)Nc1ccc(C)cc1)c1cccc(CCOCCBr)c1","0.2589440048",-8.81063,0.777778
"DeepCoy_ID_143","C=CC(=C)c1c(C)cc(Br)cc1C1NC(=O)NC(C)=C1C(=O)Cc1ccccc1","0.1076639593",-6.6766,0.222222
"DeepCoy_ID_144","CCCc1[nH]c2c(C(=O)NC(CC)c3ccc(C)c(OC)c3)cccc2c1CBr","0.0907160565",-7.69669,0.4
"DeepCoy_ID_145","Cc1cc(Br)cc(NC(=O)NC(COc2ccccc2)c2ccccc2C)c1","0.0731432214",-8.10739,0.3
"DeepCoy_ID_146","CC=C(C=CBr)c1cc(C(C)C)c2[nH]cc(CNC(=O)C3C=CC=C(C)O3)c2c1","0.239001438",-10.11283,0.25
"DeepCoy_ID_147","CC=C(CBr)c1ccccc1C=C1NC(=O)C(CC)N(c2ccccc2C)C1=O","0.1730298698",-8.51942,0.444444
"DeepCoy_ID_148","CCc1cccc2c1C#CCCCN(CC)C(=O)c1ccc(Br)cc1NC(=O)C2","0.0458716899",-6.08111,0.3
"DeepCoy_ID_149","CCN(CC)C(=O)CC(C)(O)C=C(Br)c1ccccc1CNc1ccccc1C","0.6091159582",-9.78484,0.777778
"DeepCoy_ID_150","Cc1c(-c2ccccc2)[nH]c2ccc(C(=O)OCC(=O)NC(CO)C(C)(C)C)cc12","0.288243562",-9.46489,0.625
"DeepCoy_ID_151","CCOC(=O)c1cc(N)ccc1N(C)C(=O)c1cc2cc(CC)cc(C(C)C)c2o1","0.2771919668",-7.65717,0.5
"DeepCoy_ID_152","Nc1ccccc1CN(C(=O)COc1ccccc1)C(CCO)c1ccc(O)cc1","0.10150747",-7.35276,0.166667
"DeepCoy_ID_153","CCOC(=O)c1cc(NC(=O)C2(c3ccncc3)CCCC2)cc(C)c1CCCO","0.029451482",-7.23175,0.4
"DeepCoy_ID_154","Cc1ccccc1Oc1ccccc1OCC(=O)NCC(O)c1ccc(C#N)cc1","0.1624182016",-9.03967,0.555556
"DeepCoy_ID_155","COc1ccc(NC(C)CO)c(C(=O)c2ccc(C(=O)Nc3ccccc3)cc2)c1","0.365847528",-10.57583,0.666667
"DeepCoy_ID_156","COC(=O)c1ccc(C(=O)NCc2cc3cc(C)ccc3o2)cc1NCC(C)(C)C","0.2927491367",-10.37769,0.875
"DeepCoy_ID_157","CCc1c(C)cc2c(c1C)C(=O)N(CC(=O)NC(C)(CO)c1ccc(C)cc1)C2=O","0.2802342474",-8.70053,0.375
"DeepCoy_ID_158","CCOC(=O)c1ccc(C(C)(Nc2ccccc2O)Nc2ccccc2OC)cc1","0.1892033815",-8.29537,0.6
"DeepCoy_ID_159","CCc1ccc(C=O)c(NC(=O)c2cccc(NC(=O)c3ccc(O)c(C)c3)c2)c1","0.4511110485",-10.71857,0.75
"DeepCoy_ID_160","CCOCC(=O)Nc1cccc(C(C)NC(=O)c2ccccc2OC2=CCC=C2)c1","0.3339721859",-9.58977,1
"DeepCoy_ID_161","CCOc1cc(C(C)C)ccc1OC=CC(=O)C1(C)NC(=O)Nc2cc(C)ccc21","0.1646466851",-8.18551,0.444444
"DeepCoy_ID_162","C=c1oc(C(=O)NC(c2ccccn2)C(C)(C)OC)c(-c2ccccc2O)c1=CC","0.0373911187",-6.6508,0
"DeepCoy_ID_163","C=C1NC(=O)C=C(c2ccc(C(O)COc3ccccc3OCC)cc2)NC1=CC","0.1021033525",-10.10857,0.625
"DeepCoy_ID_164","CCC(C)(O)CCC(=O)Nc1ccccc1C=CC(=O)N1CCOc2ccccc21","0.5786323547",-9.70335,0.6
"DeepCoy_ID_165","CCC(O)C(C)OC(=O)C(=O)NC(=Cc1ccc2ccccc2n1)c1ccccc1","0.30046314",-9.24072,0.4
"DeepCoy_ID_166","Cc1cc2c(cc1C)OCC(NC(=O)COC(=O)Nc1ccc3ccccc3c1)C2","0.485963583",-12.01709,0.75
"DeepCoy_ID_167","C=CC(C)=Cc1cccc(OCC(O)CNC(=O)Cc2ccccc2NC(C)=O)c1","0.9036523104",-9.76458,0.875
"DeepCoy_ID_168","CCc1ccccc1C1CCC(c2ncc(C(=O)OC)c(N)c2CCO)CC1","0.4439315796",-8.46284,0.625
"DeepCoy_ID_169","C=CCC(CC)=C(C=O)NC(=O)c1cccc(NC(=O)c2c(O)ccc(C)c2C)c1","0.2098876238",-7.82245,0.111111
"DeepCoy_ID_170","CCCC(C)NC(=O)NC(Cc1ccc(C)c(O)c1)Cc1ccc2c(c1)OCCO2","0.6573130488",-9.72961,0.454545
"DeepCoy_ID_171","CCOC(=O)C(C)=Cc1cccc(C(=O)NNC(=O)C=Cc2ccccc2CC)c1","0.5113275647",-9.57062,0.75
"DeepCoy_ID_172","CCc1ccc(NC(=O)C=C(COc2ccc(C)cc2C)c2ccco2)cc1N","0.1616234779",-9.89893,0.5
"DeepCoy_ID_173","CC1=CCC=C1COc1ccc(C(=O)N(C)Cc2ccc(C(=O)C(N)=O)cc2)cc1","0.8410143256",-10.83026,0.75
