"ID","SMILES","CNNscore","minimizedAffinity","IFP_scores"
"4630","C1CCN(C1)CC#CCN2CCCC2=O",0.0260820426,-6.79882,0
"5005498","C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)[N+](=O)[O-]",0.0419870801,-8.01533,0.333333
"10258363","CCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)/C(=C\C)/C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O",0.0184871051,-6.14125,0.25
"23863210","C1=NC2=C(N=C(N=C2N1C3[C@@H]([C@H](C(O3)CO)O)F)Cl)N",0.1568979025,-9.79793,0.272727
"5328772","C[C@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N",0.0326732211,-7.05703,0.25
"6539171","C1=C(SC(=C1Br)Br)C(=O)CCl",0.0852282718,-9.28498,0.5
"5717719","CC(C)C(C(=O)O)N1C(=O)/C(=C/C2=CC=CC=C2)/SC1=S",0.0642620623,-6.4245,0.272727
"4407","C1=CC(=O)C2=C(C1=O)C(=C(C(=C2O)Cl)Cl)O",0.0696414337,-6.98274,0.333333
"5328770","C1=CC=C(C=C1)CCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N",0.0209250059,-8.8967,0.4
"2044","CC(C)(C)C1=C(C(=CC(=C1)C=C(C#N)C#N)Br)O",0.0505382083,-7.09548,0.25
"5591","CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C",0.0167830009,-7.40858,0.1
"11345983","COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCO",0.0501528531,-9.46124,0.4
"2426","C1=CC(=CC(=C1)Br)NC2=NC=NC3=CC(=C(C=C32)N)N",0.0365214013,-5.9825,0.1
"5329006","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C=C(C=C3)Cl)F)OC",0.0352368318,-6.61534,0.0909091
"9549284","C1=CC=C(C(=C1)/C(=C(\N)/SC2=CC=C(C=C2)N)/C#N)C(F)(F)F",0.0790136829,-6.10484,0.1
"5186","C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NO",0.0614953004,-7.47387,0.272727
"5353593","CN(C)C1=CC=C(C=C1)/C=C/2\C3=CC=CC=C3NC2=O",0.0643625706,-7.63353,0.2
"5328775","C1=CC=C(C=C1)CCCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N",0.0211442392,-7.43174,0.375
"4262","CCCCCCCCN1C(=O)C(=C(C1(C)O)C)C(=O)C",0.0596327968,-7.94,0.222222
"5470230","CC1=CC(=CC(=C1O)C)/C=C/2\CC3=CC(=C(C(=C3C2=O)N)OC)OC",0.0375091322,-7.52413,0.0833333
"5290","COC1=C(C=C2C3CC4=C(CN3CCC2=C1)C(=C(C=C4)O)OC)O",0.0281929728,-6.30363,0.1
"2428","C1=CC(=CC(=C1)Br)NC2=NC=NC3=CC4=C(C=C32)NC=N4",0.0645483434,-8.06693,0.181818
"2422","CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3",0.1474161595,-7.8568,0.333333
"310557","COC(=O)C1=CC=CC=C1NC(=O)C2=CC=C(C=C2)F",0.0277537592,-6.80953,0.272727
"5329155","C1CCC2=C(C1)C=C(N2)/C=C\3/C4=C(C=CC(=C4)Br)NC3=O",0.2059734166,-7.45583,0.222222
"4706","CNC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=CC=C3)Br)N",0.2180609554,-7.85112,0.3
"2856","CC(C)N1C=NC2=C(N=C(N=C21)NCCO)NC3=CC(=CC=C3)Cl",0.0759001821,-7.40429,0.3
"5353633","CC(=CCC/C(=C/CC/C(=C/CSC1=NC=NN1)/C)/C)C",0.2380887568,-8.42375,0.3
"5353962","CCOC1=CC(=CC(=C1O)CSC2=CC=CC=C2)/C=C(/C#N)\C(=O)N",0.030337289,-6.99075,0.2
"24058665","C[C@@H]1[C@H]([C@]2([C@@H](C2(C)C)[C@H]3[C@@]1([C@@H]4C=C(C(=O)[C@]4(CC(=C3)CO)O)C)O)O)O",0.0644015819,-8.08415,0.5
"5613","C1=CC(=CC=C1CC(C#N)C#N)O",0.0374232493,-6.43043,0.181818
"2794188","CCN1C=NC2=C(N=C(N=C21)N[C@@H]3CCCC[C@@H]3N)NC4=CC(=CC=C4)Cl",0.0881730691,-9.03237,0.416667
"443278","CC1=CC=C(C=C1)C2=CN3C4=C(CCCC4)SC3=N2",0.1730013937,-7.71725,0.363636
"3854666","C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br",0.06709975,-6.50853,0.0909091
"2427","CN1C=NC2=C1C=C3C(=C2)C(=NC=N3)NC4=CC(=CC=C4)Br",0.1938005239,-9.90389,0.363636
"6603989","CC[C@@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3",0.1803116053,-7.08389,0.181818
"4155347","CC(C)N1C=NC2=C(N=C(N=C21)NCCCO)NCC3=CC=CC=C3O",0.0419939309,-8.56696,0.272727
"135512024","C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=C(C=C4)S(=O)(=O)O)O)N=O",0.2759005129,-9.08537,0.5
"4705","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC",0.1292150468,-10.05841,0.6
"6539732","C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3",0.0723934919,-7.38308,0.181818
"9547215","C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=COC(=O)C=C5)O)C)O",0.0354586802,-7.92674,0.4
"5720188","CC(C)C(C(=O)O)N1C(=O)/C(=C/C2=CC=C(C=C2)Br)/SC1=S",0.0508821458,-7.05192,0.3
"275510","C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=C2C4=C(C(=C(C(=C4Br)Br)Br)Br)C(=O)O",0.1061047688,-8.71285,0.444444
"3895","C1=CC=C(C(=C1)CN(CC2=CC=CC=C2O)C3=CC(=C(C=C3)O)C(=O)O)O",0.0491632484,-8.09705,0.2
"24167440","C1[C@H](C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O",0.1066903025,-5.72164,0.3
"5312137","CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4",0.1450650096,-5.79958,0.3
"9839842","CN(C)C1=CC=C(C2=CC=CC=C21)/C=C\3/C4=CC=CC=C4NC3=O",0.0476313308,-6.80997,0.272727
"2776","CC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br",0.1060126722,-8.15507,0.272727
"5053","CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C",0.0856463313,-8.12453,0.25
"5284639","C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O",0.0434341505,-6.741,0.3
"5329255","C1=CC(=C(C=C1/C=C(/C(=O)NCCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N)\C#N)O)O",0.0531650037,-7.79301,0.222222
"5368","CC1=NC=CC(=C1)CN2C(=C(C3=C(C2=O)C(=NC=C3)OCC4=NC=CC=N4)C5=CC(=C(C(=C5)OC)OC)OC)C(=O)OC",0.1613676697,-7.07928,0.0833333
"2753","CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3",0.0772436559,-8.04317,0.3
"135179","COC1=C(C=CC(=C1)SC)C2=NC3=C(N2)C=NC=C3",0.0667283088,-6.63691,0.2
"9885087","COC1=CC=C(C=C1)C(=C2C3=CC=CC=C3NC2=O)C4=CC=C(C=C4)OC",0.1996325552,-8.93649,0.272727
"10109069","C1=CC(=CC(=C1)NC(=O)NC2=C(C=CC(=C2)Cl)C(=O)O)C(F)(F)F",0.0178326666,-8.39319,0.5
"55690","COC1=C(C=CC(=C1)S(=O)C)C2=NC3=C(N2)C=NC=C3",0.5681679845,-10.53851,0.714286
"23748533","C[S+](C1=CC=C(C=C1)CSC2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O",0.0459282547,-9.17288,0.444444
"23806679","C1=NC(=C2C(=N1)N(C=N2)C3[C@H]([C@H](C(O3)CO)O)S)N",0.0512992516,-8.31664,0.4
"44483227","CN(C1=C(C=CC(=C1)O)O)[NH2+][O-]",0.047274258,-7.48638,0.4
"2064","COC(=O)C1=CC=C(C=C1)NCC2=C(C=CC(=C2)O)O",0.0082124649,-7.09057,0.181818
"5328771","C1=CC=C(C=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N",0.0495695099,-7.61747,0.166667
"1694","C1(=C(C2=NNN=C2C(=C1Br)Br)Br)Br",0.0252754781,-7.77566,0.3
"3385203","C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43",0.009460845,-8.29762,0.272727
"6364616","CC1C/C=C/C2C3C(O3)(C(C4C2(C(=O)NC4CC5=CC=CC=C5)OC(=O)O/C=C/C(C1=O)(C)O)C)C",0.0221889894,-8.05136,0.545455
"263976","C1CC(OC1CO)N2C=NC3=C(N=CN=C32)N",0.0499600731,-7.20662,0.3
"5289419","COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3",0.0227173809,-8.08544,0.153846
"37783","CCCC(=O)O[C@@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@H]4[C@@]1(C4(C)C)OC(=O)CCC)O)C",0.0589037277,-7.38395,0.0833333
"4879","C1=CC=C(C=C1)N2C3=NC=NC(=C3C=N2)N",0.0907561854,-8.30786,0.333333
"5328760","C1=CC(=C(C=C1/C=C(\C#N)/C(=O)C2=CC(=C(C=C2)O)O)O)O",0.029176658,-8.85315,0.272727
"125519","C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=CC(=C3)O)N",0.1076808423,-9.06516,0.4
"2400","CN1C(=O)C(=C(C1=O)C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54",0.3644207716,-7.41795,0.444444
"4314","C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)NCCCCCCN",0.0334237702,-8.15847,0.363636
"224859","C1=CN=CC=C1CC(C(Cl)(Cl)Cl)O",0.097611852,-8.63157,0.230769
"5330548","CCCC(=O)OC1=CC2=C(C=C1)NC(=C2)C(=O)C3=CC4=CC=CC=C4N3",0.0638124049,-7.44349,0.4
"1172104","CC1=CC2=C(C=CC(=C2)OC)N3C1=NN=C3SCC(=O)NC4=CC=CC(=C4)C(=O)C",0.062039569,-8.48712,0.363636
"448912","CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)O",0.0674165562,-8.98001,0.5
"4534086","C1=CC(=CC=C1CCSC(=N)N)OCC2=CC=C(C=C2)[N+](=O)[O-]",0.0786493868,-9.532,0.5
"9860529","C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3",0.0370849222,-7.57829,0.3
"4298","C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NCCCCN",0.1797814667,-7.58537,0.444444
"1474853","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC",0.2080432326,-8.46945,0.4
"5353376","CCCCCC1=CC=C(C=C1)/C=C/C(=O)NC2=CC=CC=C2C(=O)O",0.0812547654,-9.27219,0.75
"23806119","C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3[C@H]([C@H](C(O3)CO)O)O",0.129682377,-7.82105,0.444444
"9843206","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OCC4=CC=CC=C4)OC",0.0641635805,-8.2572,0.230769
"3641059","CCCCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)OC",0.2653004825,-8.48228,0.3
"5472558","C1=CC=C2C(=C1)/C(=C\C3=C(NC4=CC=CC=C43)Cl)/C(=O)N2",0.0219019838,-8.05916,0.0909091
"2729027","C1CN(CCN1)CC(CN2C3=C(C=C(C=C3)Br)C4=C2C=CC(=C4)Br)O",0.0468916409,-8.7758,0.333333
"5228","C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F",0.538259089,-8.92944,0.7
"4970","CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3",0.0616284907,-6.45857,0.2
"24058669","CC[C@@]1(C[C@@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@](C=CC9)([C@H]([C@@]([C@@H]8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O",0.0369792059,-7.04754,0.2
"32875","CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O",0.105116941,-7.6137,0.25
"25035942","CC(C)(C1=CC=C(C=C1)C(C)(C)C2=CC(=CC=C2)NS(=O)(=O)C(F)(F)F)C3=CC=C(C=C3)NS(=O)(=O)C(F)(F)F",0.0388250463,-8.01598,0.363636
"1733","CC1=C(C2=CC=CC=C2C=N1)C#N",0.0301119369,-6.85599,0.3
"1901244","C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC(=C(C=C3)Cl)Cl",0.0293765012,-7.10048,0
"448014","COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-]",0.0920320153,-7.86656,0.5
"23863209","CC1[C@@H](CC(O1)N2C=NC3=C(N=CN=C32)N)O",0.1177308634,-6.98094,0.181818
"16760554","C[C@]12CCC3C(C1CC[C@@H]2O)CCC4=CC(=C(C=C34)OC)O",0.0423691235,-6.80358,0.2
"3277","CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC",0.026154723,-8.47953,0.214286
"5174","CC1=NC(=C(O1)C2=CC=NC=C2)C3=CC=CC=C3",0.3184366822,-8.32974,0.4
"16760634","C1=CN=CC=C1NC(=O)NC2=C(C=C(C=C2Cl)Cl)Cl",0.0509815551,-8.38609,0.4
"2984","CCCCN1C2=C(C(=O)N(C1=O)CCCC)N(C=N2)CC(=O)C",0.058572568,-9.04072,0.4
"13817","CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=CC=CC=C4C(=C3)S(=O)(=O)O)N)C)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)N",0.060158588,-9.27492,0.3
"134141","C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCCl",0.041896075,-7.57551,0.444444
"4299","C1=CC2=C(C=CC(=C2)S(=O)(=O)NCCCCN)C(=C1)Cl",0.0378515646,-6.9928,0.444444
"24086267","CC(C)[C@]1([C@H]([C@]2([C@]3(C[C@@]4([C@@]1([C@@]2([C@@]5([C@@]3(CCC(=C)[C@H]5O)O)O4)O)C)O)C)O)[C@@H](C6=CC=CN6)OO)C",0.1305978,-8.09017,0.555556
"9871875","C[C@@]1(CC(=O)[C@@]2([C@]3([C@H](CCC([C@@H]3[C@@H]([C@@H]([C@]2(O1)C)OC(=O)CCCN4CCN(CC4)C)O)(C)C)O)C)O)C=C",0.1042463183,-7.00602,0.0769231
"9795867","CC(=O)C(C#N)C(=O)NC1=CC=C(C=C1)OC(F)(F)F",0.1238340735,-8.3691,0.4
"73293","C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O",0.1187502369,-9.5316,0.666667
"9926586","CC(C)(C)C(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)C2=O",0.1978095323,-6.69641,0.363636
"11210285","COC1=CC=CC(=C1)C2=CC(=NC(=N2)N)NCC3=CC4=C(C=C3)OCO4",0.0160935316,-6.66557,0.272727
"5329468","COC1=CC=C(C=C1)C2=CN3C(=C(C=N3)C4=CSC=C4)N=C2",0.0120590096,-8.0838,0.272727
"3012","CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=CC=C4)C5=CC=C(C=C5)F)CC3",0.0462431721,-8.10134,0.4
"657356","C1CN(CCC1=C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)CCN4C(=O)C5=CC=CC=C5NC4=S",0.0607936494,-7.96905,0.454545
"1234","CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC",0.0358855128,-7.14504,0.1
"1713","COC1=CC2=C(C=C1)N=CN=C2NCC3=CC4=C(C=C3)OCO4",0.2514462471,-9.01192,0.4
"3815","C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5",0.0562697314,-9.45614,0.272727
"3160258","C1=CC=C2C(=C1)C(=C(N2)O)C=NC3=CC=C(C=C3)S(=O)(=O)N",0.0461887531,-9.26112,0.4
"3467590","C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O",0.1601541936,-9.73614,0.285714
"9549289","C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O",0.0688924491,-8.66328,0.3
"72332","CC(C)(CCCC(CC(=O)OC)(C(=O)O[C@H]1[C@@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O",0.0556281134,-8.06946,0.3
"5175","CCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl",0.083144106,-8.7564,0.444444
"1533","CC1=CC(=NC=C1)N",0.2848471701,-8.84355,0.272727
"4362","CCN1C(=O)C=CC1=O",0.0329306461,-8.87252,0.454545
"2832","CNC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC",0.0980627239,-9.57538,0.363636
"290486","CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N",0.056133803,-8.92456,0.363636
"11003969","CCCCN1C(=O)[C@H]2CC3=C([C@@H](N2C1=O)C4=CC=C(C=C4)OC)NC5=CC=CC=C35",0.293399781,-8.34301,0.333333
"403994","CCOC(=O)C1=CN=C2C(=C1C3=CC=CC=C3)C4=C(O2)C=CC(=C4)O",0.0212740842,-8.09744,0.2
"6604931","CC(C)[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NC3=CC(=CC(=C3)N)Cl",0.0579967834,-7.18338,0.166667
"5687","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)O)OC",0.3255563676,-10.76112,0.6
"25044204","CC1=CC=C(C=C1)S(=O)(=O)N[C@H](CC2=CC=CC=C2)C(=O)CCl",0.1255382299,-8.93219,0.3
"2052","C1=CC(=C(C=C1C=C(C#N)C#N)O)O",0.2649236619,-9.42994,0.6
"2061","C1=C(C=C(C(=C1O)O)O)C=C(C#N)C#N",0.0963459462,-8.4909,0.5
"5328807","C1=C(C=C(C(=C1O)O)O)/C=C(\C#N)/C(=C(C#N)C#N)N",0.0438025482,-6.60805,0
"2051","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC",0.030083457,-6.6674,0.5
"2048","CC1=CC2=NC=C(N=C2C=C1C)C3=CC=CC=C3",0.0568852685,-8.59086,0.272727
"3003565","CC(=O)O[C@@H]1C[C@]2(C(CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C",0.255785048,-7.33667,0.181818
"3663","CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O",0.0594624914,-9.31683,0.416667
"3540","CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2",0.0895365253,-7.12009,0.25
"3547","C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3",0.0984909311,-7.05145,0.3
"5312122","CN(C/C=C/C1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC",0.0478447787,-9.09624,0.3
"512292","CN1C=NC2=C1C(=NC(=N2)NCCO)NCC3=CC=CC=C3",0.04106047,-8.04394,0.272727
"5941539","CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C(\C#N)/C(=O)NCCCC2=CC=CC=C2",0.0715538859,-7.84303,0.230769
"3799","C=CC(=O)C1=CC2=CC=CC=C2C=C1",0.0436599217,-8.03474,0.444444
"448042","C[C@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N",0.0369695313,-7.55424,0.222222
"3820","C1C2=C(C3=CC=CC=C3NC1=O)NC4=C2C=C(C=C4)Br",0.0275312476,-7.23178,0.3
"44483234","CC1C(=O)[C@@H]2[C@@H](O2)C(=O)C1=O",0.032287173,-9.24038,0.444444
"5280443","C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O",0.0248656161,-6.87155,0.181818
"16045442","COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OC",0.0116399461,-7.28265,0.166667
"2948","COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O",0.0747533962,-7.60281,0.3
"5712","C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO",0.0663126782,-9.4368,0.4
"31703","C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O",0.1220395416,-9.16065,0.6
"6610268","CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC(=O)C8=CC=C(C=C8)[N+](=O)[O-])OC",0.0612382181,-8.3225,0.181818
"4495","CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2",0.0648298413,-6.88643,0.181818
"3544","C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN",0.0503379032,-8.26502,0.3
"3568","COCC1=CC(=C(C(=C1C2=C(C(=C(C=C2COC)O)O)O)O)O)O",0.0429401472,-7.53611,0.2
"3715","CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O",0.0636270344,-8.20986,0.3
"92970","C1=CC(=CC=C1C=C(C#N)C#N)O",0.1912080497,-7.85741,0.1
